simroute,1532673940000,-122.03616950138053,37.36887187197607,0,7.27027027027027,0,1,
simroute,1532673950000,-122.03536700918562,37.36873123185641,0,7.27027027027027,0,1,
simroute,1532673960000,-122.0348614696714,37.368625536939916,0,7.27027027027027,0,1,
simroute,1532673970000,-122.03425886232094,37.368475734045184,0,7.27027027027027,0,1,
simroute,1532673980000,-122.03363735921619,37.36827461710126,0,7.27027027027027,0,1,
simroute,1532673990000,-122.03324,37.368190000000006,0,3.287128712871287,0,1,
simroute,1532674000000,-122.03301947588221,37.36828330640048,0,3.287128712871287,0,1,
simroute,1532674010000,-122.03290188478547,37.368522989488014,0,3.287128712871287,0,1,
simroute,1532674020000,-122.03281292299562,37.36877814982446,0,3.287128712871287,0,1,
simroute,1532674030000,-122.03271657641056,37.369063337105025,0,3.287128712871287,0,1,
simroute,1532674040000,-122.03262035955709,37.36934695746796,0,3.287128712871287,0,1,
simroute,1532674050000,-122.03254000000001,37.369580000000006,0,3.287128712871287,0,1,
simroute,1532674060000,-122.0324477299614,37.3698660376791,0,3.287128712871287,0,1,
simroute,1532674070000,-122.03236311068144,37.37011819011365,0,3.287128712871287,0,1,
simroute,1532674080000,-122.03226699870447,37.37040342775571,0,3.287128712871287,0,1,
simroute,1532674090000,-122.032170886362,37.37068866539777,0,3.287128712871287,0,1,
simroute,1532674100000,-122.03206560041428,37.37099399897877,0,5.315068493150685,0,1,
simroute,1532674110000,-122.03238,37.37091,0,5.315068493150685,0,1,
simroute,1532674120000,-122.03296511365238,37.37101835620968,0,5.315068493150685,0,1,
simroute,1532674130000,-122.03353797008566,37.371134798885144,0,5.315068493150685,0,1,
simroute,1532674140000,-122.03411792099928,37.37125946369374,0,5.315068493150685,0,1,
simroute,1532674150000,-122.03460840314256,37.3713635178651,0,5.315068493150685,0,1,
simroute,1532674160000,-122.03518907580565,37.37148604764026,0,5.315068493150685,0,1,
simroute,1532674170000,-122.03565652540965,37.37157330529386,0,5.315068493150685,0,1,
simroute,1532674180000,-122.03598422668745,37.371802447599904,0,8.836565096952908,0,1,
simroute,1532674190000,-122.03577948024872,37.37238130001111,0,8.836565096952908,0,1,
simroute,1532674200000,-122.0355512462557,37.372993960137066,0,8.836565096952908,0,1,
simroute,1532674210000,-122.0353166616714,37.37374873532107,0,8.836565096952908,0,1,
simroute,1532674220000,-122.03513884424177,37.37435346733091,0,8.836565096952908,0,1,
simroute,1532674230000,-122.03497334457802,37.37487809034886,0,8.836565096952908,0,1,
simroute,1532674240000,-122.03475842277294,37.37554079767933,0,8.836565096952908,0,1,
simroute,1532674250000,-122.03452604887724,37.376242861910896,0,8.836565096952908,0,1,
simroute,1532674260000,-122.03433000000001,37.37682,0,8.836565096952908,0,1,
simroute,1532674270000,-122.03405000000001,37.3774,0,8.836565096952908,0,1,
simroute,1532674280000,-122.03387000000001,37.37794,0,8.836565096952908,0,1,
simroute,1532674290000,-122.03369,37.37866,0,8.836565096952908,0,1,
simroute,1532674300000,-122.03356000000001,37.37932,0,8.836565096952908,0,1,
simroute,1532674310000,-122.03340000000001,37.37993,0,8.836565096952908,0,1,
simroute,1532674320000,-122.03319628459207,37.38058663877619,0,8.836565096952908,0,1,
simroute,1532674330000,-122.03296688637988,37.38126676709797,0,8.836565096952908,0,1,
simroute,1532674340000,-122.03270910048406,37.3820336848429,0,8.836565096952908,0,1,
simroute,1532674350000,-122.03245470941306,37.38274630028347,0,8.836565096952908,0,1,
simroute,1532674360000,-122.03224699920719,37.38337421433786,0,8.836565096952908,0,1,
simroute,1532674370000,-122.03201076341327,37.38409386453722,0,8.836565096952908,0,1,
simroute,1532674380000,-122.0317957795562,37.38473653187289,0,8.836565096952908,0,1,
simroute,1532674390000,-122.03161000000001,37.385310000000004,0,8.836565096952908,0,1,
simroute,1532674400000,-122.03135076333433,37.38607386478395,0,8.836565096952908,0,1,
simroute,1532674410000,-122.03113768871316,37.386706938235335,0,8.836565096952908,0,1,
simroute,1532674420000,-122.03088190866356,37.38747428382363,0,8.836565096952908,0,1,
simroute,1532674430000,-122.03071366988166,37.38801443382446,0,8.836565096952908,0,1,
simroute,1532674440000,-122.03057000000001,37.38853,0,8.836565096952908,0,1,
